                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.2639,                0.67031,                0.92502,                0.96251,                0.96192,                0.97872,                0.64755,                 1.1177,                0.58338,                0.89008,             0.00071693,             0.00071693,             0.00071693
                    154,                  1.308,                0.70312,                0.92758,                0.95693,                0.96305,                0.98288,                0.62173,                 1.1283,                0.60529,                0.89189,             0.00071221,             0.00071221,             0.00071221
                    155,                 1.2658,                0.69125,                0.88829,                0.96517,                0.96701,                0.98134,                0.61333,                 1.1587,                0.61141,                0.89998,              0.0007075,              0.0007075,              0.0007075
                    156,                 1.2359,                0.64765,                0.92098,                0.93624,                0.95201,                0.96702,                0.62848,                 1.1683,                0.62224,                0.89657,             0.00070278,             0.00070278,             0.00070278
                    157,                 1.4765,                0.74555,                 1.0018,                0.94563,                0.95432,                0.96644,                0.52456,                   1.45,                0.72835,                0.93064,             0.00069807,             0.00069807,             0.00069807
                    158,                 1.3083,                0.72478,                0.92759,                0.94528,                0.95681,                0.97542,                0.60209,                 1.2129,                0.63616,                0.91642,             0.00069335,             0.00069335,             0.00069335
                    159,                 1.2725,                0.66268,                0.91866,                 0.9618,                0.95791,                0.98275,                0.63158,                 1.1634,                0.60137,                0.90249,             0.00068864,             0.00068864,             0.00068864
                    160,                 1.2589,                0.68355,                0.91299,                0.95568,                0.94835,                0.96888,                0.58271,                 1.2087,                0.63217,                0.90713,             0.00068392,             0.00068392,             0.00068392
                    161,                 1.2543,                0.66189,                0.90677,                0.97148,                0.96691,                0.97639,                0.62415,                 1.1209,                0.59296,                0.89133,              0.0006792,              0.0006792,              0.0006792
                    162,                 1.2394,                0.66253,                0.91621,                0.96721,                0.97219,                 0.9833,                0.63633,                 1.1391,                0.59981,                0.89381,             0.00067449,             0.00067449,             0.00067449
                    163,                 1.2751,                0.67121,                0.89095,                0.95638,                0.97406,                0.98647,                0.62583,                 1.1697,                0.60909,                0.89048,             0.00066977,             0.00066977,             0.00066977
                    164,                 1.2476,                0.62044,                0.91675,                0.97863,                0.94952,                 0.9833,                 0.6409,                 1.1134,                0.59141,                0.88659,             0.00066506,             0.00066506,             0.00066506
                    165,                 1.2247,                0.61542,                0.93082,                0.97281,                0.97896,                 0.9862,                0.65217,                 1.0802,                0.57713,                0.88298,             0.00066034,             0.00066034,             0.00066034
                    166,                 1.3047,                0.64812,                0.92919,                0.96317,                0.97619,                 0.9835,                0.64614,                 1.1083,                0.57851,                0.88794,             0.00065563,             0.00065563,             0.00065563
                    167,                 1.2862,                0.62386,                0.90056,                0.97095,                0.96683,                0.98091,                0.64051,                 1.1388,                0.57703,                 0.8924,             0.00065091,             0.00065091,             0.00065091
                    168,                 1.2998,                0.66533,                0.92295,                0.97221,                0.96489,                0.97631,                0.62337,                 1.1689,                 0.5975,                0.89928,             0.00064619,             0.00064619,             0.00064619
                    169,                 1.2641,                0.65482,                0.89606,                0.97563,                 0.9678,                0.98319,                0.62834,                  1.165,                0.59477,                0.88896,             0.00064148,             0.00064148,             0.00064148
                    170,                 1.2408,                0.62995,                 0.9114,                0.97212,                0.95863,                0.98284,                0.66499,                 1.0853,                0.56969,                0.88551,             0.00063676,             0.00063676,             0.00063676
                    171,                 1.2192,                 0.6352,                0.90335,                0.97466,                0.96538,                0.98499,                 0.6483,                 1.0973,                0.56682,                0.88838,             0.00063205,             0.00063205,             0.00063205
                    172,                 1.3028,                0.65721,                0.91736,                0.96937,                0.96542,                0.98343,                0.66548,                 1.0579,                0.56581,                0.88195,             0.00062733,             0.00062733,             0.00062733
                    173,                 1.3063,                 0.6511,                0.96846,                0.96201,                 0.9677,                0.98036,                0.68761,                 1.0328,                0.56113,                0.87852,             0.00062262,             0.00062262,             0.00062262
                    174,                 1.2564,                0.62747,                0.92671,                0.96701,                 0.9779,                0.98538,                0.66798,                 1.0576,                0.55974,                0.88167,              0.0006179,              0.0006179,              0.0006179
                    175,                 1.3134,                0.65209,                0.93811,                0.95593,                0.97026,                0.98041,                 0.6596,                 1.1029,                0.57548,                0.88875,             0.00061318,             0.00061318,             0.00061318
                    176,                 1.2753,                0.65508,                0.93473,                0.96951,                0.96031,                0.97799,                0.65027,                  1.078,                0.58257,                0.88157,             0.00060847,             0.00060847,             0.00060847
                    177,                 1.2549,                0.65038,                0.92202,                0.96808,                0.94651,                0.98259,                 0.6564,                 1.0761,                0.58232,                0.88212,             0.00060375,             0.00060375,             0.00060375
                    178,                  1.309,                0.67389,                0.93389,                0.96837,                0.94532,                 0.9814,                0.65861,                 1.0839,                0.58389,                0.88729,             0.00059904,             0.00059904,             0.00059904
                    179,                 1.2369,                0.66006,                0.88727,                0.97536,                0.96636,                0.98665,                0.64136,                 1.1182,                0.58369,                0.89173,             0.00059432,             0.00059432,             0.00059432
                    180,                 1.2356,                0.66044,                0.90882,                0.97931,                 0.9739,                0.98557,                0.66739,                 1.0761,                0.56368,                0.88724,             0.00058961,             0.00058961,             0.00058961
                    181,                 1.1994,                0.63047,                0.91136,                0.96663,                 0.9769,                0.98289,                 0.6782,                 1.0568,                0.55969,                0.88216,             0.00058489,             0.00058489,             0.00058489
                    182,                  1.259,                0.65697,                0.91736,                0.97808,                 0.9865,                0.98901,                0.65792,                 1.0907,                0.56047,                0.88385,             0.00058017,             0.00058017,             0.00058017
                    183,                  1.263,                0.65002,                0.90483,                0.96377,                0.97181,                0.98015,                 0.6585,                 1.1043,                0.56806,                0.88791,             0.00057546,             0.00057546,             0.00057546
                    184,                 1.2638,                0.61981,                0.90779,                0.97078,                0.96489,                0.98033,                0.61448,                 1.2127,                0.59926,                0.89895,             0.00057074,             0.00057074,             0.00057074
                    185,                 1.3427,                0.72114,                0.96501,                 0.9718,                0.97592,                  0.983,                0.65857,                 1.1591,                0.58409,                0.89542,             0.00056603,             0.00056603,             0.00056603
                    186,                 1.2177,                0.61483,                0.90373,                0.97581,                0.97457,                0.98775,                0.69423,                 1.0196,                0.53682,                0.87635,             0.00056131,             0.00056131,             0.00056131
                    187,                 1.2189,                 0.6518,                0.90584,                0.98429,                 0.9677,                0.98847,                0.67895,                 1.0234,                0.54138,                0.87376,              0.0005566,              0.0005566,              0.0005566
                    188,                 1.1558,                0.62077,                0.92177,                0.96561,                0.96373,                0.98287,                0.68939,                0.99984,                0.54497,                0.87437,             0.00055188,             0.00055188,             0.00055188
                    189,                 1.2299,                0.63009,                0.92317,                0.97421,                0.95974,                0.98943,                0.69117,                 1.0007,                0.53718,                0.86994,             0.00054716,             0.00054716,             0.00054716
                    190,                 1.2376,                0.64383,                0.91829,                0.98465,                0.97024,                 0.9888,                0.65449,                 1.0877,                 0.5577,                0.87856,             0.00054245,             0.00054245,             0.00054245
                    191,                 1.1874,                0.62081,                0.88884,                0.97787,                0.97596,                0.98561,                0.66814,                 1.0636,                0.55288,                 0.8801,             0.00053773,             0.00053773,             0.00053773
                    192,                 1.2109,                0.66082,                 0.9194,                 0.9747,                0.97706,                0.99021,                0.67632,                 1.0384,                0.54722,                0.87744,             0.00053302,             0.00053302,             0.00053302
                    193,                 1.1635,                0.61926,                0.89525,                0.97584,                 0.9717,                0.98677,                0.66611,                   1.03,                0.54365,                0.88156,              0.0005283,              0.0005283,              0.0005283
                    194,                 1.2296,                0.61495,                0.92402,                0.97874,                0.97798,                0.98943,                0.69881,                 0.9971,                0.53133,                0.87336,             0.00052359,             0.00052359,             0.00052359
                    195,                 1.2136,                0.63949,                0.90842,                0.97989,                0.97798,                0.98957,                0.68377,                 1.0557,                0.54408,                0.87681,             0.00051887,             0.00051887,             0.00051887
                    196,                 1.1905,                 0.6178,                0.91278,                0.97702,                0.96691,                0.98766,                0.67323,                 1.0415,                0.53469,                0.87638,             0.00051415,             0.00051415,             0.00051415
                    197,                 1.2078,                0.61204,                0.89194,                0.98579,                0.97441,                0.98998,                0.67268,                 1.0494,                0.53852,                0.88133,             0.00050944,             0.00050944,             0.00050944
                    198,                 1.1809,                 0.5974,                  0.899,                 0.9833,                0.97153,                0.99013,                0.69031,                 1.0083,                0.52681,                0.87427,             0.00050472,             0.00050472,             0.00050472
                    199,                 1.1543,                0.58758,                0.90437,                0.98616,                0.97066,                0.98921,                0.68656,                 1.0332,                0.52875,                0.87637,             0.00050001,             0.00050001,             0.00050001
                    200,                 1.1666,                0.60977,                0.90847,                0.96193,                 0.9678,                0.98274,                0.69836,                 0.9796,                 0.5262,                0.87052,             0.00049529,             0.00049529,             0.00049529
                    201,                 1.1467,                0.62929,                0.89428,                0.97172,                0.97924,                0.99114,                0.68664,                 1.0006,                0.53123,                0.87293,             0.00049058,             0.00049058,             0.00049058
                    202,                 1.0997,                0.58232,                0.90086,                0.96779,                0.97664,                0.99096,                0.68963,                0.99135,                0.53574,                0.87173,             0.00048586,             0.00048586,             0.00048586
                    203,                  1.155,                0.58156,                0.88489,                0.96924,                0.96314,                0.97887,                0.66694,                 1.0331,                0.53656,                0.88262,             0.00048114,             0.00048114,             0.00048114
                    204,                 1.1857,                0.61219,                0.91431,                0.97085,                0.97838,                 0.9846,                0.68414,                 1.0245,                0.53079,                0.87953,             0.00047643,             0.00047643,             0.00047643
                    205,                 1.1952,                0.61024,                0.90248,                 0.9783,                0.97687,                0.98713,                0.68881,                 1.0054,                0.53347,                 0.8762,             0.00047171,             0.00047171,             0.00047171
                    206,                 1.1576,                0.58411,                 0.9127,                0.97601,                0.98041,                0.98429,                 0.6786,                 1.0143,                0.53021,                0.87502,               0.000467,               0.000467,               0.000467
                    207,                 1.1925,                0.61302,                0.89871,                0.97445,                   0.98,                0.98767,                0.66821,                  1.046,                0.53664,                0.87777,             0.00046228,             0.00046228,             0.00046228
                    208,                 1.2324,                  0.616,                0.90966,                 0.9719,                0.98027,                0.99115,                0.68635,                  1.017,                0.53461,                 0.8751,             0.00045757,             0.00045757,             0.00045757
                    209,                 1.2516,                0.61009,                0.91251,                 0.9755,                0.97899,                0.99169,                0.70081,                0.98222,                0.52652,                0.87064,             0.00045285,             0.00045285,             0.00045285
                    210,                 1.1883,                0.60866,                0.89596,                 0.9665,                0.98291,                0.98948,                0.68461,                 1.0323,                0.53452,                0.87555,             0.00044813,             0.00044813,             0.00044813
                    211,                 1.2222,                0.60546,                0.91404,                0.98069,                0.97292,                0.98772,                0.68026,                 1.0404,                0.53606,                0.87396,             0.00044342,             0.00044342,             0.00044342
                    212,                 1.2418,                0.60428,                0.92558,                0.97292,                0.98291,                0.98815,                0.68092,                 1.0363,                0.53387,                0.87537,              0.0004387,              0.0004387,              0.0004387
                    213,                 1.1387,                0.57941,                0.88896,                 0.9752,                0.98493,                0.98811,                0.66463,                 1.0439,                0.53715,                0.87813,             0.00043399,             0.00043399,             0.00043399
                    214,                  1.191,                0.58093,                 0.9001,                0.97755,                0.98624,                0.98875,                 0.6957,                 1.0039,                0.52774,                0.87199,             0.00042927,             0.00042927,             0.00042927
                    215,                 1.1162,                0.57228,                 0.8933,                0.97124,                0.97397,                0.98894,                0.71262,                0.97311,                 0.5169,                0.86767,             0.00042456,             0.00042456,             0.00042456
                    216,                 1.1959,                0.57821,                 0.9058,                0.97554,                0.97892,                0.98739,                0.69267,                0.98944,                0.51002,                0.86944,             0.00041984,             0.00041984,             0.00041984
                    217,                  1.148,                0.57468,                0.89071,                0.98204,                0.97592,                0.99026,                0.70343,                0.97279,                0.50528,                0.86631,             0.00041512,             0.00041512,             0.00041512
                    218,                 1.1511,                0.59013,                  0.894,                0.97959,                0.97339,                0.98714,                 0.7099,                0.93717,                0.49964,                  0.862,             0.00041041,             0.00041041,             0.00041041
                    219,                 1.1214,                0.57971,                0.88963,                0.97905,                0.97974,                 0.9906,                0.70357,                0.98664,                0.51142,                0.86703,             0.00040569,             0.00040569,             0.00040569
                    220,                  1.181,                0.58092,                0.89719,                0.98165,                0.97892,                0.99049,                 0.7048,                0.96308,                 0.5114,                0.86539,             0.00040098,             0.00040098,             0.00040098
                    221,                 1.1541,                 0.5905,                0.88681,                0.97591,                0.97644,                0.99117,                0.72357,                0.92836,                0.49502,                0.86223,             0.00039626,             0.00039626,             0.00039626
                    222,                 1.1115,                 0.5752,                0.88624,                0.97708,                0.97803,                0.99128,                0.71229,                0.92717,                0.49551,                0.86211,             0.00039155,             0.00039155,             0.00039155
                    223,                 1.1102,                0.59124,                0.87706,                 0.9751,                0.96437,                0.98953,                0.71478,                0.91418,                0.48637,                0.86127,             0.00038683,             0.00038683,             0.00038683
                    224,                 1.1724,                0.59524,                0.90934,                0.97931,                 0.9724,                0.98735,                0.69588,                0.97682,                0.50482,                 0.8655,             0.00038211,             0.00038211,             0.00038211
                    225,                 1.0865,                0.54898,                0.87349,                0.97287,                0.96908,                0.98974,                 0.6904,                0.98285,                0.51275,                0.86484,              0.0003774,              0.0003774,              0.0003774
                    226,                 1.1303,                0.57309,                0.91332,                0.97889,                0.97058,                0.99151,                0.71461,                0.93798,                0.49614,                0.86305,             0.00037268,             0.00037268,             0.00037268
                    227,                 1.0949,                0.55067,                0.89696,                0.98013,                0.97023,                0.99252,                0.72627,                0.91308,                0.48487,                0.86099,             0.00036797,             0.00036797,             0.00036797
                    228,                 1.1402,                 0.5568,                0.89919,                 0.9711,                0.97756,                0.99228,                0.71277,                0.94734,                0.49047,                0.86578,             0.00036325,             0.00036325,             0.00036325
                    229,                 1.1693,                0.57181,                0.87751,                0.96505,                0.97809,                0.98896,                 0.7107,                0.94559,                0.48631,                0.86944,             0.00035854,             0.00035854,             0.00035854
                    230,                 1.2039,                0.57319,                0.91826,                0.97614,                0.97352,                0.98874,                0.71359,                0.93025,                0.48191,                0.86416,             0.00035382,             0.00035382,             0.00035382
                    231,                  1.067,                0.52441,                0.88575,                0.96799,                0.97938,                0.99151,                0.69829,                0.96662,                0.49353,                0.86341,              0.0003491,              0.0003491,              0.0003491
                    232,                 1.1132,                0.55975,                0.88629,                0.96312,                0.98074,                0.98882,                0.70477,                0.93619,                0.49332,                0.86185,             0.00034439,             0.00034439,             0.00034439
                    233,                  1.126,                0.56058,                0.89203,                0.96519,                0.98094,                0.98916,                0.71079,                0.91967,                0.48437,                0.86153,             0.00033967,             0.00033967,             0.00033967
                    234,                 1.1722,                0.58694,                0.95373,                0.98325,                0.97623,                0.99217,                0.70679,                0.94198,                0.49153,                0.86569,             0.00033496,             0.00033496,             0.00033496
                    235,                 1.0804,                0.55142,                0.87381,                 0.9833,                0.97378,                0.99227,                0.71415,                0.91768,                0.48483,                0.86361,             0.00033024,             0.00033024,             0.00033024
                    236,                 1.0939,                0.56416,                0.89697,                0.98155,                 0.9733,                0.98473,                0.72827,                0.91494,                 0.4722,                0.86823,             0.00032553,             0.00032553,             0.00032553
                    237,                 1.1027,                0.56304,                0.89162,                0.98012,                0.98166,                 0.9846,                0.72948,                0.93146,                0.48074,                 0.8652,             0.00032081,             0.00032081,             0.00032081
                    238,                 1.0569,                0.52844,                0.87869,                0.98179,                0.97804,                0.98879,                0.73214,                0.91208,                0.47559,                0.86079,             0.00031609,             0.00031609,             0.00031609
                    239,                 1.1348,                0.54376,                 0.8816,                0.98016,                0.98024,                0.98676,                0.73009,                0.91279,                0.47773,                0.86021,             0.00031138,             0.00031138,             0.00031138
                    240,                 1.1094,                0.55121,                0.86845,                0.97803,                0.98193,                0.98613,                0.72429,                0.91334,                0.47405,                0.86016,             0.00030666,             0.00030666,             0.00030666
                    241,                 1.1143,                0.53507,                0.89988,                0.98007,                0.98016,                0.98602,                0.72927,                0.90762,                0.47085,                0.86026,             0.00030195,             0.00030195,             0.00030195
                    242,                  1.031,                0.52633,                0.87429,                0.98309,                0.98228,                0.98699,                0.71772,                0.94658,                0.47784,                0.86247,             0.00029723,             0.00029723,             0.00029723
                    243,                 1.0952,                0.53024,                0.88767,                0.98325,                0.97978,                0.98756,                 0.7301,                0.92134,                0.47372,                0.86382,             0.00029252,             0.00029252,             0.00029252
                    244,                   1.03,                0.51842,                0.85953,                0.98212,                0.97991,                0.98993,                 0.7263,                0.91196,                0.47514,                0.86608,              0.0002878,              0.0002878,              0.0002878
                    245,                 1.0971,                0.54552,                0.89776,                0.98264,                 0.9769,                0.98703,                 0.7119,                0.96952,                0.48633,                0.86459,             0.00028308,             0.00028308,             0.00028308
                    246,                 1.0756,                0.53101,                0.88332,                0.97811,                0.98161,                 0.9899,                0.73126,                0.91961,                 0.4703,                0.85944,             0.00027837,             0.00027837,             0.00027837
                    247,                 1.1917,                0.59583,                0.93243,                0.97729,                0.98182,                0.99102,                0.73944,                0.87963,                0.46557,                0.85604,             0.00027365,             0.00027365,             0.00027365
                    248,                 1.0619,                0.53377,                0.86648,                0.98081,                0.98251,                0.98804,                0.72142,                0.90115,                0.47565,                0.85751,             0.00026894,             0.00026894,             0.00026894
                    249,                  1.046,                0.53869,                0.89141,                0.98102,                0.98247,                0.98826,                0.72714,                0.89987,                0.47367,                 0.8557,             0.00026422,             0.00026422,             0.00026422
                    250,                 1.1197,                0.59077,                0.87641,                0.98298,                0.97991,                0.99036,                0.73631,                0.87405,                0.46069,                0.85362,             0.00025951,             0.00025951,             0.00025951
                    251,                 1.1073,                0.52595,                0.86895,                0.98222,                0.98228,                 0.9891,                0.73115,                0.91132,                0.47401,                0.85465,             0.00025479,             0.00025479,             0.00025479
                    252,                 1.0595,                 0.5196,                0.89517,                0.98366,                0.98085,                0.98948,                0.74398,                0.85428,                0.45574,                0.85296,             0.00025007,             0.00025007,             0.00025007
                    253,                 1.0369,                0.52484,                0.87216,                0.97771,                0.97929,                0.98958,                0.74527,                0.86707,                0.45676,                0.85523,             0.00024536,             0.00024536,             0.00024536
                    254,                 0.9799,                0.50645,                0.87762,                0.98087,                0.98003,                0.99032,                0.74197,                0.86461,                0.45238,                 0.8544,             0.00024064,             0.00024064,             0.00024064
                    255,                 1.0556,                0.50668,                0.88886,                0.97552,                0.97779,                0.98804,                0.74737,                0.85038,                  0.452,                0.85135,             0.00023593,             0.00023593,             0.00023593
                    256,                  1.055,                0.52169,                0.85872,                0.97613,                0.97764,                0.98984,                0.74453,                0.85604,                0.45437,                0.85064,             0.00023121,             0.00023121,             0.00023121
                    257,                 1.0845,                0.54889,                0.88111,                0.97344,                0.98079,                0.98896,                0.74083,                 0.8761,                0.45984,                0.85086,              0.0002265,              0.0002265,              0.0002265
                    258,                  1.065,                0.52006,                0.87808,                0.97643,                0.97639,                0.98541,                0.74299,                 0.8662,                0.46121,                0.85114,             0.00022178,             0.00022178,             0.00022178
                    259,                 1.0324,                0.51681,                0.87043,                0.97485,                0.98111,                0.98505,                0.75104,                0.84693,                0.45626,                0.84943,             0.00021707,             0.00021707,             0.00021707
                    260,                 1.0633,                0.49952,                0.90482,                0.98044,                0.98415,                0.98777,                0.73922,                0.85735,                  0.457,                0.84923,             0.00021235,             0.00021235,             0.00021235
                    261,                 1.0232,                0.53522,                0.87854,                0.98298,                0.98392,                0.98868,                0.74429,                0.86048,                0.45739,                0.85126,             0.00020763,             0.00020763,             0.00020763
                    262,                 1.0655,                0.53796,                0.89593,                0.98285,                0.98435,                0.99166,                0.75496,                0.83352,                0.44577,                0.85072,             0.00020292,             0.00020292,             0.00020292
                    263,                 1.0158,                0.51764,                0.87439,                0.98599,                0.98317,                0.98904,                0.75199,                0.85001,                0.44862,                0.85229,              0.0001982,              0.0001982,              0.0001982
                    264,                 1.1144,                 0.5453,                0.89125,                0.98335,                0.98677,                 0.9891,                0.74276,                0.85483,                0.45068,                 0.8536,             0.00019349,             0.00019349,             0.00019349
                    265,                 1.0457,                0.52459,                0.87484,                0.98038,                0.98675,                0.98913,                0.74582,                0.84918,                0.44355,                0.85364,             0.00018877,             0.00018877,             0.00018877
                    266,                 1.0737,                0.53135,                0.89017,                0.97962,                0.98431,                0.99129,                0.75672,                0.82627,                0.43485,                0.85105,             0.00018406,             0.00018406,             0.00018406
                    267,                  1.037,                0.51834,                0.89665,                0.98257,                0.98231,                0.99093,                0.75442,                0.82878,                0.43617,                0.85002,             0.00017934,             0.00017934,             0.00017934
                    268,                 1.0224,                0.50916,                0.89728,                0.98037,                0.98185,                0.99079,                0.75096,                0.83623,                0.43943,                0.85069,             0.00017462,             0.00017462,             0.00017462
                    269,                0.99393,                0.50318,                0.87823,                0.98125,                0.98346,                0.99061,                0.76311,                0.81383,                0.43244,                0.84889,             0.00016991,             0.00016991,             0.00016991
                    270,                 1.0597,                0.51066,                0.86829,                0.98286,                0.98546,                0.99091,                0.75673,                0.81775,                0.43504,                0.84835,             0.00016519,             0.00016519,             0.00016519
                    271,                 1.0643,                0.52293,                0.89473,                0.98433,                0.98195,                0.99115,                0.74888,                0.84675,                0.44278,                0.85032,             0.00016048,             0.00016048,             0.00016048
                    272,                 1.0978,                0.57382,                0.91374,                0.98164,                0.98283,                0.99141,                0.75035,                0.86573,                0.44952,                0.85196,             0.00015576,             0.00015576,             0.00015576
                    273,                  1.042,                 0.5167,                0.86771,                0.98264,                 0.9818,                0.99203,                0.75459,                0.83008,                  0.441,                0.84756,             0.00015105,             0.00015105,             0.00015105
                    274,                0.98326,                0.49846,                0.88273,                 0.9864,                0.97695,                0.99262,                0.75535,                0.83431,                0.44109,                0.84737,             0.00014633,             0.00014633,             0.00014633
                    275,                  1.021,                0.51365,                0.87638,                0.98572,                0.98291,                0.99288,                0.75174,                0.83604,                0.43914,                0.84805,             0.00014161,             0.00014161,             0.00014161
                    276,                0.99661,                0.50225,                0.86489,                 0.9847,                0.98291,                0.99043,                0.75203,                 0.8359,                0.43783,                0.84851,              0.0001369,              0.0001369,              0.0001369
                    277,                 1.0034,                0.49096,                  0.864,                0.98083,                0.98493,                 0.9904,                0.75017,                0.83311,                0.43784,                 0.8481,             0.00013218,             0.00013218,             0.00013218
                    278,                0.99811,                0.50917,                0.86272,                0.97761,                0.98193,                0.98756,                0.76017,                 0.8097,                0.43377,                0.84636,             0.00012747,             0.00012747,             0.00012747
                    279,                 1.0811,                0.52915,                0.88342,                0.97759,                 0.9769,                0.98755,                0.76134,                0.79759,                0.43011,                0.84462,             0.00012275,             0.00012275,             0.00012275
                    280,                 1.0369,                 0.5239,                0.86877,                0.97761,                0.97672,                0.98767,                0.76787,                0.79949,                0.42826,                0.84366,             0.00011804,             0.00011804,             0.00011804
                    281,                 1.0475,                 0.5107,                0.88683,                0.97999,                 0.9762,                0.98766,                0.76719,                0.80221,                0.43175,                0.84392,             0.00011332,             0.00011332,             0.00011332
                    282,                0.92937,                0.48073,                0.85971,                 0.9802,                0.98018,                0.98782,                0.76724,                0.79997,                0.42921,                0.84455,              0.0001086,              0.0001086,              0.0001086
                    283,                 1.0202,                0.50581,                0.88803,                0.97944,                 0.9816,                 0.9879,                0.77189,                0.79704,                 0.4275,                0.84547,             0.00010389,             0.00010389,             0.00010389
                    284,                0.96886,                 0.4755,                0.86792,                0.98303,                0.98793,                0.99285,                 0.7676,                0.81674,                0.43091,                0.84887,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    285,                0.98118,                0.49941,                0.84276,                0.98485,                0.98793,                0.99256,                0.75561,                0.83978,                0.43842,                0.85101,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    286,                0.98553,                0.49422,                0.86591,                0.98287,                0.98793,                0.99219,                0.75692,                0.82929,                0.43539,                0.85034,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    287,                0.98353,                0.49488,                0.87586,                 0.9811,                0.98117,                0.98932,                0.76246,                0.81248,                0.43095,                0.84876,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    288,                 1.0034,                0.48717,                 0.8826,                0.97988,                0.98433,                0.98886,                0.76341,                0.80617,                0.42864,                0.84688,              8.031e-05,              8.031e-05,              8.031e-05
                    289,                 1.0844,                0.53287,                0.88437,                0.97959,                0.98373,                 0.9888,                0.76438,                0.80655,                0.42788,                0.84544,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    290,                0.90037,                0.47302,                0.87423,                0.98157,                0.98343,                0.99153,                0.76362,                0.80304,                0.42642,                0.84462,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    291,                0.92796,                0.49471,                 0.8853,                0.98138,                0.98349,                0.99155,                0.76666,                0.79895,                 0.4252,                0.84515,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    292,                0.97209,                 0.4837,                0.87729,                0.98121,                0.98372,                0.99199,                0.76521,                0.80936,                0.43034,                0.84608,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    293,                0.96562,                0.48439,                0.86201,                0.98116,                0.98351,                0.99244,                0.75989,                 0.8173,                 0.4325,                0.84611,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    294,                0.91612,                 0.4697,                 0.8972,                0.98213,                0.98287,                0.99241,                0.76234,                0.80913,                0.43055,                0.84506,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    295,                0.84961,                0.45492,                0.86409,                0.98326,                0.98493,                0.99235,                 0.7629,                0.80815,                0.43204,                0.84426,               4.73e-05,               4.73e-05,               4.73e-05
                    296,                  0.939,                0.46454,                0.86322,                0.98427,                0.98493,                0.99225,                0.76158,                0.81272,                 0.4331,                0.84458,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    297,                0.90085,                0.47081,                0.86856,                0.98398,                0.98278,                 0.9905,                0.75813,                0.82265,                0.43553,                0.84556,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    298,                 0.9012,                0.45373,                  0.871,                0.98543,                0.98392,                0.99253,                0.76336,                0.81522,                0.43344,                0.84511,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    299,                0.94043,                0.48366,                0.85296,                0.98443,                 0.9823,                0.99241,                 0.7653,                0.81066,                0.43252,                0.84492,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    300,                0.91688,                0.45791,                0.88484,                 0.9855,                0.98388,                0.99238,                  0.766,                0.80596,                0.43158,                0.84469,             2.3721e-05,             2.3721e-05,             2.3721e-05
